cadena,gamma_Nm,tau_anios,k_top,chi_ms,prob
D,7.9203e+18,13.0,0.11262,0.24455,0.47353
D,7.9916e+18,8.475,0.26283,0.29184,0.34486
D,1.2431e+19,6.9192,0.02259,0.26204,0.42388
D,1.807e+19,4.2036,0.24934,0.18646,0.64754
D,5.5875e+18,15.689,0.14249,0.2344,0.50318
D,2.2421e+19,5.8216,0.50939,0.17271,0.68875
D,9.6799e+18,8.6205,0.10223,0.23657,0.49679
D,7.3733e+18,8.0669,0.23395,0.28932,0.35123
D,1.2196e+19,5.4095,0.1383,0.30989,0.30106
D,2.0324e+19,5.5872,0.4123,0.18191,0.66123
D,1.6525e+19,6.3845,0.10749,0.25053,0.45632
D,9.2558e+18,7.7677,0.16363,0.21693,0.55532
D,1.4502e+19,4.6848,0.16553,0.21248,0.56874
D,1.7333e+19,21.698,1.1556,0.23372,0.50518
D,1.4594e+19,7.511,0.30621,0.23714,0.49513
D,1.1867e+19,5.6904,0.056801,0.23267,0.50828
D,1.0147e+19,14.127,0.37732,0.21972,0.5469
D,5.159e+18,20.624,0.050577,0.24045,0.48543
D,4.8268e+18,23.819,0.21777,0.28977,0.35008
D,1.091e+19,5.8363,0.30387,0.20206,0.60027
D,1.3078e+19,8.8649,0.52376,0.30882,0.30357
D,7.0769e+18,13.639,0.11249,0.23184,0.51076
D,8.1525e+18,10.104,0.050625,0.31014,0.3005
D,1.739e+19,9.6942,1.1231,0.27006,0.40185
D,9.354e+18,31.302,0.45178,0.23411,0.50404
D,2.3099e+19,10.687,0.99023,0.30834,0.3047
D,1.5588e+19,6.8762,0.18053,0.23941,0.48847
D,1.5113e+19,8.6032,0.80108,0.20064,0.60458
D,8.3032e+18,14.086,0.44519,0.27241,0.39551
D,1.4085e+19,5.2299,0.27836,0.2931,0.34168
D,1.2903e+19,9.3035,0.64189,0.22523,0.53042
D,1.684e+19,6.1552,0.40927,0.28645,0.35855
D,1.3467e+19,10.665,0.19096,0.27838,0.37958
D,1.3862e+19,5.4871,0.15341,0.28537,0.36134
D,1.537e+19,9.7861,0.29527,0.3042,0.31452
D,2.1482e+19,6.4853,0.6474,0.10295,0.87591
D,1.5079e+19,5.5554,0.22871,0.20252,0.5989
D,6.6794e+18,8.253,0.0036175,0.27625,0.38522
D,8.5836e+18,15.926,0.33785,0.28599,0.35973
D,1.0421e+19,13.121,0.11891,0.28332,0.36664
D,9.8398e+18,11.925,0.38801,0.092064,0.89947
D,9.507e+18,17.78,0.33352,0.28195,0.37021
D,1.5497e+19,6.0315,0.27902,0.24023,0.48607
D,7.0668e+18,19.182,0.20055,0.24958,0.45905
D,4.7436e+19,0.91229,0.078133,0.30594,0.31037
D,2.2701e+19,2.6353,0.10036,0.14684,0.76375
D,1.7608e+19,5.8695,0.43819,0.2091,0.57897
D,1.3347e+19,8.9942,0.39686,0.26451,0.41705
D,1.1023e+19,6.1878,0.054889,0.14302,0.7744
D,1.6414e+19,7.011,0.41015,0.30571,0.31091
D,1.0245e+19,13.693,0.32933,0.29355,0.34057
D,5.9032e+18,19.945,0.27577,0.23962,0.48785
D,2.5903e+19,2.5913,0.14419,0.26842,0.40632
D,1.3092e+19,7.7876,0.40185,0.15971,0.72698
D,7.5833e+18,15.098,0.29595,0.21344,0.56583
D,1.3088e+19,4.7038,0.12885,0.1517,0.75001
D,1.9068e+19,6.1714,0.5324,0.2624,0.42287
D,8.3234e+18,23.72,0.34343,0.22695,0.52528
D,1.5976e+19,8.31,0.38127,0.22215,0.53963
D,7.827e+18,19.771,0.33969,0.26386,0.41884
D,5.6112e+18,34.784,0.14824,0.29869,0.32785
D,6.6571e+18,12.767,0.45984,0.23762,0.49371
D,1.7243e+19,12.622,0.84615,0.21493,0.56135
D,5.3579e+18,12.212,0.023924,0.15534,0.7396
D,3.5696e+18,19.992,0.066649,0.26161,0.42508
D,1.7078e+19,11.463,1.3751,0.26558,0.41408
D,9.4304e+18,11.622,0.0099019,0.30328,0.31673
D,6.1028e+18,11.34,0.10699,0.30304,0.3173
D,1.6587e+19,4.138,0.14814,0.24833,0.46261
D,1.1109e+19,12.913,0.44228,0.30788,0.30579
D,1.1539e+19,10.67,0.39588,0.29177,0.34503
D,5.7452e+18,24.923,0.071541,0.2308,0.51382
D,1.217e+19,8.4241,0.14174,0.27601,0.38587
D,1.3828e+19,8.4434,0.48491,0.2567,0.4388
D,7.8269e+18,16.362,0.30693,0.15803,0.73184
D,5.2794e+18,43.01,0.10698,0.25004,0.45772
D,7.2749e+18,17.631,0.23605,0.26123,0.42614
D,1.4623e+19,7.0383,0.35712,0.19729,0.61474
D,1.162e+19,4.6373,0.10729,0.23083,0.51376
D,1.1109e+19,8.5766,0.36357,0.29763,0.33045
D,7.4535e+18,7.9601,0.095773,0.30825,0.3049
D,3.2966e+19,3.0836,0.16237,0.25217,0.45163
D,1.5743e+19,4.7926,0.28195,0.19877,0.61026
D,1.449e+19,6.6363,0.14559,0.17269,0.68883
D,1.3296e+19,6.4886,0.071951,0.16776,0.70342
D,1.0026e+19,53.758,0.50349,0.309,0.30315
D,1.5574e+19,7.8179,0.31569,0.30406,0.31485
D,1.4301e+19,9.3732,0.26418,0.14535,0.76792
D,1.3128e+19,5.9822,0.19114,0.27922,0.37737
D,1.3442e+19,8.6793,0.18312,0.29869,0.32785
D,1.7691e+19,7.4826,0.38971,0.11714,0.84238
D,1.4704e+19,16.873,0.71145,0.2617,0.42481
D,1.4815e+19,6.5089,0.19906,0.20199,0.60049
D,1.8071e+19,13.023,0.80794,0.3086,0.30409
D,1.1563e+19,11.83,0.09738,0.22507,0.5309
D,1.7789e+19,6.7779,0.53777,0.18721,0.64526
D,1.5224e+19,5.4502,0.3098,0.17146,0.69246
D,1.4302e+19,9.0518,0.72943,0.20299,0.59747
D,2.6459e+19,3.7964,0.24803,0.26268,0.42209
D,1.265e+19,11.426,0.4418,0.25347,0.44795
D,9.2462e+18,35.956,0.6414,0.26518,0.41521
D,5.6996e+18,16.337,0.18787,0.24492,0.47244
D,1.6265e+19,5.9435,0.29482,0.30625,0.30964
D,1.341e+19,6.2521,0.18568,0.16174,0.7211
D,7.5808e+18,8.5553,0.050246,0.28116,0.37228
D,1.2288e+19,8.2261,0.26965,0.10432,0.87282
D,1.823e+19,11.113,0.63888,0.23902,0.4896
D,1.4569e+19,3.846,0.014198,0.21466,0.56214
D,1.4089e+19,6.0472,0.23795,0.244,0.47511
D,1.9288e+19,4.1747,0.18745,0.26414,0.41807
D,9.0324e+18,31.426,0.45035,0.26033,0.42862
D,1.3507e+19,5.666,0.2508,0.27809,0.38034
D,2.3721e+19,11.287,1.5172,0.30827,0.30486
D,1.3523e+19,8.151,0.32186,0.30903,0.30309
D,2.3968e+19,3.0704,0.16298,0.18847,0.64146
D,1.2319e+19,16.684,0.51476,0.14694,0.76346
D,1.3833e+19,12.081,0.9418,0.29025,0.34886
D,8.3211e+18,8.0439,0.13058,0.27542,0.38744
D,1.2011e+19,6.5089,0.22483,0.20842,0.58101
D,1.5484e+19,4.9121,0.22169,0.30314,0.31705
D,2.1577e+19,3.2357,0.060334,0.21656,0.55643
D,1.6053e+19,7.5503,0.14819,0.2887,0.35281
D,2.5984e+19,2.4154,0.13063,0.25939,0.43125
D,7.8217e+18,7.8623,0.063117,0.23286,0.50775
D,1.9981e+19,4.6966,0.14956,0.22167,0.54106
D,1.6454e+19,9.1476,0.51663,0.23223,0.50961
D,1.7588e+19,6.9549,0.25737,0.27826,0.37991
D,3.5976e+19,1.8464,0.050943,0.21503,0.56103
D,1.5017e+19,10.979,0.51001,0.19214,0.63035
D,1.361e+19,7.9588,0.42359,0.18026,0.66619
D,1.8061e+19,9.3837,0.7229,0.23916,0.4892
D,1.4014e+19,10.354,0.43292,0.18969,0.63775
D,1.1432e+19,14.797,0.30911,0.30166,0.32063
D,1.3307e+19,6.801,0.20534,0.20239,0.59929
D,1.3515e+19,6.3367,0.11846,0.28963,0.35043
D,9.2067e+18,10.266,0.10025,0.27436,0.39027
D,1.8848e+19,7.5396,0.55474,0.17372,0.68575
D,5.1466e+18,12.35,0.05626,0.27632,0.38505
D,8.3055e+18,11.735,0.14075,0.2014,0.60228
D,1.238e+19,6.3394,0.024707,0.22682,0.52567
D,1.5634e+19,7.1997,0.47686,0.25781,0.43568
D,7.0253e+18,16.516,0.14857,0.18568,0.64988
D,7.241e+18,38.02,0.20269,0.30799,0.30552
D,9.2269e+18,10.111,0.10998,0.23023,0.51552
D,2.0338e+19,4.3778,0.63004,0.2304,0.51502
D,2.0549e+19,3.0609,0.13703,0.21782,0.55261
D,6.5932e+18,17.289,0.27555,0.21029,0.57536
D,1.0698e+19,11.748,0.4644,0.13456,0.79745
D,1.0604e+19,6.0815,0.02287,0.257,0.43797
D,1.5208e+19,5.7482,0.37631,0.2146,0.56232
D,1.5913e+19,4.5759,0.37455,0.26875,0.40542
D,1.6232e+19,4.2283,0.36113,0.26029,0.42874
D,1.8407e+19,2.7008,0.084121,0.24919,0.46016
D,7.753e+18,17.308,0.47337,0.20052,0.60496
D,6.0708e+18,17.589,0.13824,0.21928,0.54823
D,8.8403e+18,13.535,0.12588,0.2592,0.4318
D,6.3586e+18,17.77,0.23445,0.21328,0.56631
D,1.6788e+19,6.4921,0.58984,0.20861,0.58044
D,1.6918e+19,3.4118,0.073236,0.30444,0.31393
D,1.5543e+19,9.1819,0.33131,0.28343,0.36635
D,1.1051e+19,6.9973,0.13024,0.19254,0.62916
D,1.2284e+19,9.0305,0.20892,0.16631,0.70771
D,1.31e+19,7.1988,0.30297,0.21317,0.56664
D,1.5006e+19,3.3552,0.060157,0.29666,0.33285
D,1.2996e+19,9.1857,0.60373,0.2807,0.37347
D,1.9139e+19,3.421,0.16205,0.2943,0.33869
D,3.9146e+19,3.5966,0.28887,0.25834,0.43419
D,3.8488e+19,0.94515,0.015219,0.26441,0.41731
D,2.2189e+19,3.3689,0.013306,0.30567,0.31101
D,1.0138e+19,33.034,0.52298,0.29238,0.3435
D,1.7688e+19,3.0338,0.014386,0.16864,0.70082
D,1.3989e+19,5.9129,0.26828,0.18658,0.64716
D,1.5242e+19,6.2693,0.69645,0.29224,0.34385
D,3.4454e+19,2.2565,0.096645,0.14961,0.75595
D,1.1163e+19,4.0641,0.026245,0.20938,0.57809
D,1.6344e+19,6.2749,0.22281,0.19811,0.61227
D,1.5597e+19,6.1954,0.31262,0.2678,0.40802
D,1.9275e+19,6.5357,0.41355,0.28022,0.37473
D,1.8036e+19,10.93,0.73774,0.29943,0.32604
D,2.1364e+19,6.3997,0.62022,0.1313,0.80613
D,5.0073e+18,25.792,0.072349,0.27646,0.38467
D,1.5916e+19,10.816,0.62079,0.205,0.59136
D,1.5523e+19,19.839,0.67056,0.22166,0.54109
D,1.1478e+19,14.919,0.53642,0.30344,0.31634
D,1.4901e+19,6.4321,0.22709,0.20103,0.60339
D,1.0634e+19,10.347,0.099044,0.2535,0.44786
D,1.2367e+19,6.9376,0.11584,0.20036,0.60543
D,1.3452e+19,12.419,0.5239,0.20734,0.58427
D,9.6272e+18,6.869,0.156,0.29185,0.34482
D,7.8277e+18,14.775,0.14408,0.3057,0.31095
D,1.32e+19,5.3894,0.19695,0.27005,0.40189
D,1.7478e+19,7.0409,0.43253,0.18205,0.66082
D,5.6572e+18,20.66,0.21164,0.20168,0.60143
D,5.9872e+18,12.107,0.13308,0.15972,0.72698
D,1.7383e+19,6.0506,0.31359,0.2005,0.60501
D,1.5286e+19,4.7611,0.48651,0.26647,0.41166
D,1.8201e+19,7.3933,0.23391,0.17329,0.68704
D,1.3224e+19,7.8592,0.12265,0.30031,0.32389
D,1.8594e+19,3.7043,0.074362,0.19016,0.63633
D,1.7396e+19,4.0483,0.25243,0.30606,0.3101
D,2.1166e+19,5.1651,0.17126,0.2954,0.33597
D,1.3113e+19,21.322,1.2002,0.1749,0.68224
D,9.3149e+18,10.586,0.05757,0.30908,0.30296
D,9.6757e+18,20.018,0.6934,0.27536,0.3876
D,1.9088e+19,3.099,0.13258,0.22688,0.5255
D,6.1669e+18,21.18,0.12314,0.28107,0.37251
D,1.1905e+19,17.622,0.65054,0.23571,0.49931
D,1.5308e+19,4.9936,0.2141,0.24324,0.47731
D,1.8392e+19,3.6614,0.13196,0.24431,0.47422
D,1.9761e+19,5.5783,0.31488,0.30734,0.30706
D,2.6646e+19,5.1612,0.7074,0.24524,0.47154
D,2.1845e+19,3.0129,0.025789,0.17922,0.66933
D,1.6623e+19,7.0254,0.45,0.25803,0.43508
D,8.7695e+18,13.991,0.15565,0.264,0.41845
D,1.612e+19,6.4491,0.27732,0.23689,0.49586
D,1.6731e+19,6.0323,0.35517,0.1982,0.61198
D,5.4933e+18,38.947,0.089147,0.28603,0.35963
D,1.3464e+19,6.9439,0.27689,0.20315,0.59698
D,1.2491e+19,6.7028,0.080967,0.16195,0.72048
D,1.5832e+19,5.0425,0.13783,0.16996,0.69691
D,8.6331e+18,7.6378,0.046191,0.19638,0.61751
D,1.7488e+19,3.542,0.0055159,0.27935,0.37702
D,1.1461e+19,11.25,0.37718,0.16238,0.71922
D,7.3596e+18,9.1888,0.087522,0.16158,0.72156
D,1.3333e+19,6.8427,0.19003,0.21174,0.57096
D,1.5092e+19,12.609,0.57517,0.21346,0.56577
D,1.2978e+19,5.5705,0.26253,0.25114,0.45458
D,6.1654e+18,15.844,0.2627,0.26192,0.42421
D,8.5894e+18,11.447,0.11773,0.22598,0.52816
D,8.8704e+18,7.2223,0.13655,0.24138,0.48271
D,3.4901e+19,2.0938,0.27704,0.24022,0.48611
D,1.8412e+19,9.811,0.59377,0.17206,0.69069
D,1.5669e+19,10.964,0.39961,0.19503,0.6216
D,1.0993e+19,8.9236,0.33532,0.30856,0.30418
D,1.3153e+19,5.3663,0.14133,0.10478,0.87176
D,1.381e+19,5.5439,0.14432,0.26107,0.42657
D,1.1848e+19,4.7224,0.067402,0.14911,0.75735
D,5.6605e+18,22.368,0.072626,0.29487,0.33727
D,1.1166e+19,9.0212,0.18331,0.2411,0.48355
D,2.9985e+19,2.5269,0.013881,0.2668,0.41074
D,1.4514e+19,9.8128,0.49576,0.18356,0.65626
D,1.7107e+19,6.9543,0.64815,0.13592,0.79379
D,9.9722e+18,13.697,0.48263,0.22525,0.53034
D,1.1075e+19,25.277,0.7584,0.25915,0.43194
D,2.6595e+19,2.1935,0.15315,0.20264,0.59853
D,1.0392e+19,6.2658,0.22935,0.23302,0.50727
D,8.2633e+18,16.428,0.15154,0.28199,0.37009
D,1.5386e+19,3.9769,0.15876,0.2236,0.53529
D,6.7847e+18,9.2509,0.012299,0.26364,0.41944
D,7.5598e+18,11.097,0.17076,0.20465,0.59243
D,8.9867e+18,23.72,0.30617,0.28252,0.36873
D,7.5906e+18,13.777,0.26222,0.22179,0.5407
D,1.2833e+19,10.957,0.40633,0.26402,0.4184
D,1.4306e+19,4.3377,0.12886,0.20477,0.59208
D,9.9837e+18,6.6537,0.20098,0.23016,0.51574
D,1.8776e+19,5.99,0.46,0.22461,0.53226
D,1.248e+19,5.2412,0.21856,0.29028,0.34879
D,1.5814e+19,4.7565,0.24366,0.20462,0.59252
D,1.5291e+19,6.4897,0.17648,0.13603,0.7935
D,1.639e+19,4.8915,0.12925,0.2827,0.36824
D,1.191e+19,30.174,0.73556,0.248,0.46356
D,1.0192e+19,7.6806,0.047875,0.2061,0.58803
D,8.7863e+18,8.2256,0.1407,0.26393,0.41865
D,7.0406e+18,34.034,0.21548,0.29907,0.32692
D,4.5944e+19,1.3567,0.073963,0.24001,0.48671
D,4.3901e+19,1.7449,0.18263,0.18777,0.64357
D,4.7524e+19,2.0675,0.32781,0.2476,0.46473
D,5.585e+19,1.1905,0.011733,0.28828,0.35388
D,6.6108e+19,0.87282,0.12915,0.26682,0.41069
D,5.3731e+19,1.2668,0.030958,0.20379,0.59504
D,6.2666e+19,1.2004,0.28625,0.30755,0.30655
D,4.6497e+19,1.2081,0.085356,0.2134,0.56595
D,4.2222e+19,1.2993,0.058296,0.23379,0.505
D,1.3187e+19,6.5554,0.10933,0.29944,0.32602
D,7.5607e+18,11.062,0.10105,0.25981,0.43009
D,1.4726e+19,19.3,0.89918,0.24233,0.47995
D,6.0155e+18,9.9369,0.071169,0.26827,0.40674
D,1.1755e+19,9.578,0.35433,0.18474,0.65273
D,9.6084e+18,10.936,0.0016844,0.279,0.37793
D,8.9954e+18,10.09,0.333,0.29572,0.33517
D,1.4865e+19,11.117,0.52149,0.2638,0.41901
D,1.6183e+19,8.5008,0.41198,0.11411,0.84978
D,9.6948e+18,10.716,0.2065,0.2277,0.52305
D,2.1115e+19,2.7215,0.12286,0.30015,0.32429
D,1.4846e+19,8.4956,0.30352,0.22697,0.52523
D,1.4283e+19,11.924,0.37634,0.25615,0.44036
D,9.2289e+18,6.3816,0.076757,0.29013,0.34918
D,1.6097e+19,22.696,0.94602,0.12266,0.82855
D,1.1615e+19,13.785,0.36641,0.29966,0.32549
D,1.8315e+19,8.2137,0.35277,0.2219,0.54038
D,2.0543e+19,2.9163,0.30512,0.30257,0.31842
D,5.237e+18,31.376,0.21386,0.30823,0.30495
D,8.1104e+18,11.87,0.12833,0.19666,0.61667
D,1.7641e+19,5.867,0.11394,0.28001,0.37529
D,1.0874e+19,14.371,0.32706,0.27712,0.38291
D,1.5174e+19,4.8212,0.0012533,0.26087,0.42714
D,1.3619e+19,11.046,0.6974,0.27673,0.38396
D,1.2841e+19,6.2997,0.0092925,0.21023,0.57553
D,1.3683e+19,7.2816,0.00078357,0.19656,0.61697
D,1.0055e+19,13.807,0.26788,0.26667,0.4111
D,1.713e+19,6.7729,0.40587,0.25136,0.45394
D,1.6361e+19,5.0253,0.26748,0.26501,0.41567
D,1.1177e+19,8.8455,0.31312,0.14203,0.77712
D,6.8122e+18,19.654,0.30566,0.22494,0.53129
D,1.2825e+19,6.9446,0.21398,0.2538,0.447
D,1.8738e+19,6.9199,0.22775,0.29027,0.34882
D,2.5471e+19,3.3349,0.02423,0.25928,0.43157
D,1.5159e+19,6.2954,0.14101,0.19335,0.62669
D,7.3123e+18,17.019,0.1467,0.19485,0.62215
D,8.7998e+18,7.2031,0.0060342,0.2061,0.58804
D,2.0726e+19,3.4653,0.1824,0.24184,0.48138
D,1.5562e+19,10.388,0.35041,0.25873,0.43311
D,1.3841e+19,5.8967,0.063902,0.16422,0.71384
D,8.7464e+18,18.09,0.28674,0.21295,0.56732
D,5.6077e+18,33.113,0.22944,0.29326,0.3413
D,1.7636e+19,4.1318,0.39538,0.26504,0.41559
D,1.7267e+19,7.3569,0.50241,0.21416,0.56365
D,9.1041e+18,8.3794,0.241,0.25964,0.43057
D,1.958e+19,4.094,0.36217,0.30487,0.31291
D,2.1403e+19,5.5171,0.26071,0.29747,0.33084
D,2.3624e+19,4.1962,0.10562,0.30464,0.31345
D,1.2448e+19,10.921,0.38862,0.25785,0.43558
D,1.1045e+19,9.4281,0.37207,0.22488,0.53145
D,1.9998e+19,25.826,1.4423,0.28946,0.35086
D,9.9721e+18,9.6987,0.65787,0.26822,0.40686
D,1.5963e+19,11.155,0.53457,0.2906,0.34799
D,1.5434e+19,8.0898,0.44022,0.28153,0.37131
D,2.1042e+19,3.0489,0.0028176,0.22558,0.52936
D,1.2598e+19,3.9268,0.015043,0.26637,0.41193
D,1.0341e+19,7.1515,0.0028794,0.25856,0.43357
D,1.7437e+19,7.6577,0.76661,0.18482,0.65249
D,1.128e+19,11.3,0.28238,0.24381,0.47565
D,1.4465e+19,9.5503,0.36347,0.23412,0.504
D,7.4042e+18,8.7598,0.093661,0.22924,0.51846
D,1.2381e+19,18.703,0.75703,0.16799,0.70276
D,8.5688e+18,32.632,0.57199,0.23081,0.51382
D,2.7838e+19,1.5742,0.08295,0.2812,0.37217
D,1.4716e+19,10.848,0.34607,0.28776,0.3552
D,8.9577e+18,5.5475,0.0042119,0.21863,0.5502
D,1.3107e+19,8.3545,0.38287,0.20079,0.60414
D,2.4673e+19,10.617,1.4699,0.2923,0.34371
D,1.1659e+19,8.0743,1.189,0.29686,0.33234
D,1.4814e+19,4.1287,0.00017723,0.18677,0.64659
D,1.1151e+19,8.8785,0.38761,0.27184,0.39706
D,1.3892e+19,4.5918,0.45246,0.22938,0.51806
D,8.7222e+18,36.171,0.38961,0.21437,0.56301
D,1.6751e+19,10.115,0.86304,0.22542,0.52984
D,2.168e+19,4.3946,0.091941,0.27081,0.39984
D,1.9713e+19,5.4221,0.24152,0.26885,0.40514
D,1.8023e+19,3.7294,0.055682,0.30526,0.31198
D,1.8223e+19,3.9746,0.34594,0.24911,0.46037
D,1.6709e+19,5.135,0.17382,0.23795,0.49275
D,2.1568e+19,4.6339,0.23254,0.28384,0.36528
D,1.2354e+19,5.4266,0.16044,0.21629,0.55725
D,1.328e+19,5.6619,0.11677,0.19586,0.61908
D,1.3147e+19,14.448,0.4438,0.26835,0.40652
D,5.079e+18,20.595,0.11643,0.26148,0.42545
D,1.1514e+19,6.9829,0.15908,0.27877,0.37855
D,9.2452e+18,20.671,0.38905,0.30208,0.31962
D,1.3896e+19,5.0173,0.16946,0.25223,0.45147
D,8.7016e+18,9.5333,0.13441,0.2461,0.46903
D,7.3828e+18,12.058,0.24296,0.28335,0.36656
D,1.6532e+19,3.6379,0.026262,0.20407,0.5942
D,6.308e+18,10.093,0.057053,0.25047,0.4565
D,1.4706e+19,5.7461,0.26176,0.20528,0.59051
D,8.1079e+18,11.146,0.081346,0.23824,0.49189
D,1.0389e+19,10.622,0.15796,0.2717,0.39742
D,9.723e+18,17.785,0.22961,0.25497,0.44371
D,1.5763e+19,4.8144,0.096412,0.23452,0.50282
D,1.5552e+19,4.4033,0.21731,0.2561,0.44051
D,1.1015e+19,12.214,0.11562,0.2172,0.55449
D,7.1977e+18,15.123,0.143,0.27122,0.39871
D,1.7534e+19,5.7615,0.033217,0.19747,0.61421
D,2.0207e+19,10.651,0.90998,0.26716,0.40977
D,2.0202e+19,3.0853,0.15833,0.26816,0.40703
D,1.994e+19,9.9215,1.077,0.26121,0.42618
D,1.6416e+19,5.2601,0.12214,0.12496,0.82269
D,1.3526e+19,10.262,0.37028,0.27788,0.38089
D,1.6993e+19,5.2485,0.35506,0.22202,0.54002
D,1.9755e+19,8.7498,0.56722,0.25478,0.44424
D,1.1732e+19,5.6941,0.18147,0.28934,0.35117
D,1.8331e+19,3.7462,0.30146,0.24935,0.4597
D,1.0329e+19,8.6263,0.12777,0.26334,0.42027
D,8.0897e+18,13.813,0.16886,0.28052,0.37394
D,1.3524e+19,11.778,0.2483,0.20049,0.60503
D,1.7261e+19,3.1483,0.005955,0.24285,0.47844
D,6.4609e+18,21.283,0.27785,0.28263,0.36842
D,1.3563e+19,7.7978,0.07275,0.26529,0.4149
D,8.6779e+18,6.6539,0.04467,0.20464,0.59246
D,5.5929e+18,16.418,0.040832,0.16067,0.72421
D,2.5133e+19,2.9918,0.30001,0.2869,0.35739
D,1.5894e+19,6.8463,0.43388,0.1967,0.61655
D,1.4287e+19,5.0333,0.045446,0.227,0.52513
D,7.6623e+18,15.915,0.1277,0.29041,0.34846
D,1.3592e+19,4.1934,0.089871,0.29109,0.34674
D,1.4809e+19,7.9589,0.33328,0.23279,0.50795
D,1.139e+19,9.8442,0.18858,0.19309,0.62748
D,1.7867e+19,9.9629,0.66732,0.15855,0.73036
D,1.3107e+19,3.7656,0.13447,0.2998,0.32515
D,1.7981e+19,8.135,0.60014,0.18047,0.66557
D,9.9281e+18,16.57,0.40086,0.23146,0.51187
D,1.4407e+19,5.6797,0.32142,0.20389,0.59474
D,4.9759e+18,19.813,0.19229,0.17078,0.6945
D,1.8491e+19,5.2631,0.16265,0.17421,0.68431
D,1.8573e+19,6.3059,0.46213,0.29113,0.34663
D,1.4309e+19,13.499,0.73845,0.21507,0.56092
D,1.8648e+19,4.0767,0.13341,0.15095,0.75215
D,3.6279e+19,2.1048,0.19367,0.28873,0.35273
D,1.2713e+19,10.636,0.28698,0.23948,0.48826
D,1.3039e+19,13.264,0.58227,0.26039,0.42848
D,1.3268e+19,11.783,0.36837,0.2979,0.32979
D,5.952e+18,11.42,0.19235,0.27862,0.37895
D,1.4533e+19,5.7539,0.10574,0.28721,0.35662
D,1.5347e+19,6.4906,0.24534,0.1375,0.78952
D,1.4924e+19,12.767,0.61598,0.26662,0.41124
D,9.6409e+18,18.916,0.64121,0.30122,0.32168
D,1.537e+19,10.919,0.40745,0.15127,0.75125
D,1.7365e+19,5.0006,0.25994,0.17897,0.67007
D,1.5867e+19,11.407,0.43625,0.21607,0.55789
D,1.0175e+19,8.3527,0.22756,0.27855,0.37912
D,1.0494e+19,13.899,0.39936,0.20201,0.60043
D,1.1548e+19,7.1761,0.16836,0.25897,0.43244
D,1.1157e+19,14.678,0.34045,0.28133,0.37184
D,6.9082e+18,41.504,0.30388,0.29911,0.32682
D,1.2636e+19,5.236,0.14776,0.11175,0.85547
D,1.2462e+19,10.048,0.29498,0.26558,0.4141
D,1.3335e+19,7.2513,0.028451,0.30761,0.30642
D,5.9555e+18,13.037,0.019273,0.27897,0.37803
D,7.4649e+18,13.444,0.06304,0.18692,0.64613
D,1.5817e+19,5.8057,0.4059,0.23889,0.49001
D,1.3929e+19,16.455,1.0882,0.2511,0.45468
D,2.7892e+19,2.3375,0.059376,0.25491,0.44387
D,1.5263e+19,5.999,0.016832,0.26674,0.41092
D,3.688e+19,1.7469,0.059136,0.28592,0.35993
D,1.2817e+19,22.186,0.7269,0.25627,0.44001
D,1.987e+19,4.1192,0.28001,0.22693,0.52535
D,1.265e+19,9.055,0.4542,0.29085,0.34736
D,5.1864e+18,18.337,0.0033551,0.17482,0.68248
D,1.1222e+19,14.465,0.3422,0.27083,0.39976
D,1.2077e+19,12.57,0.51554,0.21557,0.55941
D,1.9148e+19,4.5065,0.21279,0.23633,0.49751
D,2.1803e+19,4.5904,0.24814,0.11725,0.84212
D,1.2591e+19,8.1742,0.44458,0.20053,0.60492
D,1.1153e+19,7.4642,0.14264,0.23218,0.50974
D,3.8122e+19,2.4808,0.31668,0.24257,0.47925
D,7.0421e+19,0.95544,0.0081129,0.27588,0.3862
D,7.5744e+19,1.1478,0.10428,0.21136,0.57213
D,8.0414e+19,0.74674,0.0048126,0.23222,0.50963
D,7.2532e+19,0.98797,0.099183,0.2817,0.37085
D,1.7163e+19,4.6676,0.075872,0.29368,0.34025
D,3.3965e+19,1.7904,0.094564,0.20038,0.60539
D,2.1874e+19,2.9393,0.054811,0.213,0.56717
D,9.456e+18,6.9556,0.069681,0.19704,0.61552
D,1.3335e+19,5.511,0.15036,0.22199,0.54012
D,1.2763e+19,5.3174,0.27152,0.17569,0.67989
D,1.8101e+19,3.6964,0.031149,0.30816,0.30513
D,9.9819e+18,14.384,0.29633,0.30776,0.30606
D,9.9285e+18,10.409,0.31968,0.2335,0.50585
D,9.176e+18,9.7428,0.40016,0.23445,0.50303
D,1.9715e+19,4.1437,0.6635,0.28764,0.35551
D,1.1753e+19,11.134,0.55639,0.25253,0.4506
D,1.4598e+19,12.969,1.2789,0.27222,0.39601
D,2.883e+19,3.2369,0.63624,0.19711,0.61528
D,1.1414e+19,5.0564,0.087429,0.28465,0.3632
D,1.4626e+19,22.745,1.0984,0.22983,0.51671
D,1.2559e+19,7.6916,0.21661,0.23313,0.50692
D,1.7127e+19,6.641,0.64411,0.21483,0.56162
D,6.7366e+18,15.107,0.27108,0.19942,0.60829
D,9.1276e+18,7.9127,0.2287,0.22627,0.52731
D,1.1639e+19,13.266,0.35595,0.22778,0.52281
D,1.9187e+19,3.104,0.059965,0.12857,0.81331
D,1.739e+19,9.4914,0.96109,0.2263,0.52721
D,9.0331e+18,7.3347,0.028396,0.20168,0.60143
D,2.1443e+19,4.346,0.16674,0.20291,0.59769
